No.,ProjectID,ProjectName,ProjectGroup,ProjectYearSubmit,PUserID,DepartmentTH,FacultyTH,MinistryTH,OrganizationTH,Sex,Age,AgeRange,Patent,Publication,Poject5Y,YoungResearcher,ProvinceTH,Region,Expert,AcademicPositionTH
604,68029,การผลิตแคโรทีนอยด์จากยีสต์โดยใช้กลีเซอรอลเหลือทิ้งที่ได้จากการผลิตไบโอดีเซลเป็นแหล่งคาร์บอน,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,40236,มหาวิทยาลัยเชียงใหม่ ,คณะอุตสาหกรรมเกษตร,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,42,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,เชียงใหม่,ภาคเหนือ,"เทคโนโลชีวภาพทางอาหาร,เทคโนโลยีการหมัก,เทคโนโลยีเอนไซม์,เทคโนโลยีชีวภาพ ",ผู้ช่วยศาสตราจารย์
605,68088,การผลิตแผ่นผนังภายในอาคารที่ทำจากวัสดุเหลือทิ้งจากต้นสบู่ดำ,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,58378,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร,คณะครุศาสตร์อุตสาหกรรม,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,49,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"คุณสมบัติเชิงกลและเชิงกายภาพ, การวิเคราะห์ความน่าเชื่อถือของชิ้นงาน, การออกแบบ ผลิตภัณฑ์, การเขียนแบบด้วยคอมพิวเตอร์, และวัสดุไม้ประกอบผนังและฝ้าเพดาน,คุณสมบัติเชิงกลและเชิงกายภาพ, การวิเคราะห์ความน่าเชื่อถือของชิ้นงาน, การออกแบบ ผลิตภัณฑ์, การเขียนแบบด้วยคอมพิวเตอร์, และวัสดุไม้ประกอบผนังและฝ้าเพดาน",อาจารย์
606,68098,การวิจัยและพัฒนาผลิตภัณฑ์อุปโภค-บริโภคจากวัสดุเหลือใช้ที่ได้จากการผลิตของโรงงานอุตสาหกรรมขนาดเล็กถึงขนาดกลาง,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,47105,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร,คณะเทคโนโลยีคหกรรมศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,40,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,ผู้ช่วยศาสตราจารย์
607,68170,พัฒนาวัสดุผงทังสเตนคาร์ไบด์ขนาดนาโนเมตรจากวัสดุรีไซเคิลชนิดซีเมนต์ทังสเตนคาร์ไบด์,การจัดการของเสียภายในโรงงาน,2555,35991,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร,คณะวิศวกรรมศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,54,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,ผู้ช่วยศาสตราจารย์
608,68171,พัฒนาโลหะมีค่าชนิดทังสเตนคาร์ไบด์ผ่านการรีไซเคิลหมุนเวียนมาใช้ใหม่เพื่อผลิตชิ้นส่วนโลหะความแข็งสูง,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,35991,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร,คณะวิศวกรรมศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,54,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,ผู้ช่วยศาสตราจารย์
609,68194,ฤทธิ์ทางชีวภาพและความคงตัวของสีจากเศษเหลือทิ้งในอุตสาหกรรมการผลิตน้ำกระเจี๊ยบ,การจัดการของเสียภายในโรงงาน,2555,43337,มหาวิทยาลัยแม่ฟ้าหลวง,สำนักวิชาวิทยาศาสตร์เครื่องสำอาง,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,45,45-54,มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,เชียงราย,ภาคเหนือ,"Herbal cosmetics,Radiolabelled compounds,ชีวสังเคราะห์ในพืช (Plant Biosyntheses),เคมีอินทรีย์สังเคราะห์ (Organic Synthesis),เคมีของสารผลิตภัณฑ์ธรรมชาติ (Natural Products Chemistry) ",อาจารย์
610,68195,เครื่องสำอางจากสารสกัดเมล็ดเสาวรส ,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,43337,มหาวิทยาลัยแม่ฟ้าหลวง,สำนักวิชาวิทยาศาสตร์เครื่องสำอาง,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,45,45-54,มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,เชียงราย,ภาคเหนือ,"Herbal cosmetics,Radiolabelled compounds,ชีวสังเคราะห์ในพืช (Plant Biosyntheses),เคมีอินทรีย์สังเคราะห์ (Organic Synthesis),เคมีของสารผลิตภัณฑ์ธรรมชาติ (Natural Products Chemistry) ",อาจารย์
611,68200,การผลิตเอทานอลโดยใช้วัสดุเหลือทิ้งจากการเพาะเห็ด,การแปรรูปขยะมูลฝอย,2555,61231,มหาวิทยาลัยแม่ฟ้าหลวง,สำนักวิชาวิทยาศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,41,35-44,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,เชียงราย,ภาคเหนือ,Bioactive compounds and enzymes from mushroom,อาจารย์
612,68312,พลังงานทดแทน: แอลกอฮอล์จากวัสดุเหลือใช้ทางการเกษตร (ฝักจามจุรี),การแปรรูปขยะมูลฝอย,2555,21722,มหาวิทยาลัยรามคำแหง ,สถาบันวิจัยและพัฒนา,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,68,65 ปีขึ้นไป,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,ผู้ช่วยศาสตราจารย์
613,68314,การวิจัยเพื่อเพิ่มมูลค่าผลิตภัณฑ์ของฟาร์มกวาง มหาวิทยาลัยรามคำแหง,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2555,48406,มหาวิทยาลัยรามคำแหง ,สถาบันวิจัยสัตว์ในภูมิภาคเขตร้อน,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,76,65 ปีขึ้นไป,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"Farming,Herb Therapy",ไม่พบข้อมูล
614,68434,รูปแบบการจัดระเบียบสังคมแบบภาครัฐร่วมเอกชนสำหรับผู้คัดแยกขยะรีไซเคิลเชิงธุรกิจในมิติด้านกฎหมาย และการจัดการ,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2555,49005,มหาวิทยาลัยราชภัฏสวนสุนันทา,วิทยาลัยนวัตกรรมและการจัดการ,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,53,45-54,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"Inner-disciplinary programs and qualifications involving health and welfare,Transportation service,Innovative Management , Strategic Management,Strategics Management",ผู้ช่วยศาสตราจารย์
615,68577,การคัดแยกและการประยุกต์ใช้เชื้อราทนร้อนจากมูลสัตว์และวัสดุเศษเหลือทางการเกษตรในการบำบัดน้ำทิ้งโรงงานสกัดน้ำมันปาล์ม,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2555,61116,มหาวิทยาลัยราชภัฏยะลา,คณะวิทยาศาสตร์เทคโนโลยีและการเกษตร,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,40,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,นักวิจัยรุ่นใหม่,ยะลา,ภาคใต้,-,อาจารย์
616,68788,ทุนทางสังคมกับการจัดการขยะมูลฝอยแบบชุมชนมีส่วนร่วมของเทศบาลเทศบาลตำบลลานกระบือ อำเภอลานกระบือ จังหวัดกำแพงเพชร,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2556,61291,มหาวิทยาลัยราชภัฏกำแพงเพชร ,คณะมนุษยศาสตร์และสังคมศาสตร์ ,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,39,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,กำแพงเพชร,ภาคกลาง,"เศรษฐกิจพอเพียง,การจัดการความรู้ชุมชน, การพัฒนาทรัพยากรมนุษย์และชุมชน,การวิจัยทางสังคมศาสตร์ ภูมิปัญญาท้องถิ่น ประเพณีและวัฒนธรรม การบริหารจัดการทรัพยากรน้ำของชุมชน เศรษฐกิจพอเพียง,การพัฒนาสังคม การพัฒนาชุมชน,การวิจัยเชิงปฏิบัติการแบบมีส่วนร่วม,กลุ่มชาติพันธุ์ชาวไทยภูเขา การสร้างพื้นที่ทางสังคมของคนชายขอบ ",อาจารย์
617,68803,ทุนทางสังคมกับการจัดการขยะมูลฝอยแบบชุมชนมีส่วนร่วมของเทศบาลเมืองกำแพงเพชร จังหวัดกำแพงเพชร,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2555,61291,มหาวิทยาลัยราชภัฏกำแพงเพชร ,คณะมนุษยศาสตร์และสังคมศาสตร์ ,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,39,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,กำแพงเพชร,ภาคกลาง,"เศรษฐกิจพอเพียง,การจัดการความรู้ชุมชน, การพัฒนาทรัพยากรมนุษย์และชุมชน,การวิจัยทางสังคมศาสตร์ ภูมิปัญญาท้องถิ่น ประเพณีและวัฒนธรรม การบริหารจัดการทรัพยากรน้ำของชุมชน เศรษฐกิจพอเพียง,การพัฒนาสังคม การพัฒนาชุมชน,การวิจัยเชิงปฏิบัติการแบบมีส่วนร่วม,กลุ่มชาติพันธุ์ชาวไทยภูเขา การสร้างพื้นที่ทางสังคมของคนชายขอบ ",อาจารย์
618,69060,การเพิ่มมูลค่าของวัสดุเหลือทิ้งทางการเกษตรและวัสดุเหลือทิ้งจากอุตสาหกรรมการเกษตร,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,60392,จุฬาลงกรณ์มหาวิทยาลัย ,คณะวิศวกรรมศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,65,65 ปีขึ้นไป,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,ไม่พบข้อมูล
619,69115,การสังเคราะห์สารบิวทิลแอลกอฮอล์จากกากข้าวโพด (วัสดุเหลือใช้ทางการเกษตร)และการประยุกต์เพื่อผลิตก๊าซโซฮอล์/ดีโซฮอล์,การแปรรูปขยะมูลฝอย,2555,25165,จุฬาลงกรณ์มหาวิทยาลัย ,วิทยาลัยปิโตรเลียมและปิโตรเคมี ,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,61,55-64,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,การสังเคราะห์ การตรวจสอบโครงสร้าง และการประยุกต์สารอินทรีย์ สารโลหะอินทรีย์ และพอลิเมอร์,อาจารย์
620,69474,กลไกทางกายภาพ เคมี และชีวภาพของสารปรับปรุงบำรุงดินถ่านชีวมวลจากเศษวัสดุเหลือทิ้งข้าวโพดที่มีผลต่อผลผลิตและการกักเก็บก๊าซเรือนกระจกในไร่ข้าวโพด,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2555,51583,มหาวิทยาลัยเกษตรศาสตร์,คณะวิทยาศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,47,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"การป้องกันมลพิษทางสิ่งแวดล้อม ,ขยะและการจัดการ,แบบจำลองทางสิ่งแวดล้อม,ธรณีวิทยาสิ่งแวดล้อม ธรณีเคมี และ อุทกธรณีวิทยา,การปนเปื้อนของสารพิษเช่น โลหะหนัก ในดินและน้ำ,การเจาะสำรวจดิน หิน แร่ และ น้ำใต้ดิน",อาจารย์
621,69592,การใช้น้ำมะพร้าวเหลือทิ้งเป็นสับสเตรทเพื่อการผลิตสารแบคเทอริโอซินโดยแบคทีเรียกรดแลคติก,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,18694,มหาวิทยาลัยเกษตรศาสตร์,สถาบันวิจัยและพัฒนาแห่งมหาวิทยาลัยเกษตรศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,59,55-64,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,ผู้ช่วยศาสตราจารย์
622,69674,ผลของวิธีการบำบัดตะกอนเลนที่มีต่อศักยภาพการหมุนเวียนสารในบ่อเลี้ยงกุ้ง,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,18872,มหาวิทยาลัยเกษตรศาสตร์,สถาบันวิจัยและพัฒนาแห่งมหาวิทยาลัยเกษตรศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,47,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,อาจารย์
623,69783,การประเมินศักยภาพการใช้ขยะมูลฝอยเก่าเพื่อลดการปล่อยก๊าซมีเทนจากพื้นที่กำจัดมูลฝอย,การแปรรูปขยะมูลฝอย,2555,18838,มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,54,45-54,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"การนำน้ำกลับมาใช้ประโยชน์ใหม่,การปล่อยก๊าซเรือนกระจกจากการบำบัดน้ำเสียและกำจัดมูลฝอย,การบำบัดน้ำเสียทางชีวภาพ,เทคโนโลยีเมมเบรนสำหรับบำบัดน้ำเสีย",รองศาสตราจารย์
624,69818,การผลิตแก๊สไฮเธนอย่างต่อเนื่องจากชานอ้อยโดยการหมักสองขั้นตอน,การแปรรูปขยะมูลฝอย,2555,45566,มหาวิทยาลัยเกษตรศาสตร์,คณะสิ่งแวดล้อม,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,52,45-54,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,ไม่มี,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"Wastewater treatment,Industrial waste management,Agricultural waste management",ผู้ช่วยศาสตราจารย์
625,70030,การพัฒนาเตาเผาไร้ควันลดโลกร้อน,การแปรรูปขยะมูลฝอย,2555,60202,สำนักงานคณะกรรมการการอาชีวศึกษา,วิทยาลัยเทคนิคเชียงใหม่,กระทรวงศึกษาธิการ,ภาครัฐบาล,ผู้ชาย,66,65 ปีขึ้นไป,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,ไม่พบข้อมูล
626,70049,"การผลิตและศึกษาสมบัติแผ่นดูดซับเสียงจากวัสดุเหลือใช้ทางการเกษตร กรณีศึกษา : ชานอ้อย, เปลือกข้าวโพด, ซังข้าวโพด, เส้นใยมะพร้าว, เส้นใยปาล์ม,ฟางข้าว, แกลบ",การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,39620,สำนักงานคณะกรรมการการอาชีวศึกษา,วิทยาลัยสารพัดช่างกาญจนบุรี,กระทรวงศึกษาธิการ,ภาครัฐบาล,ผู้ชาย,56,55-64,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"วัสดุเหลือใช้ทางการเกษตร,วัสดุคอมโพสิต,วัสดุผสม วัสดุทดแทน. วัสดุพลังงาน วัสดุเหลือใช้ วัสดุพอลิเมอร์",ไม่พบข้อมูล
627,70058,เตาเผาขยะพลาสติกระบบสุญญากาศ,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2555,59678,สำนักงานคณะกรรมการการอาชีวศึกษา,วิทยาลัยเทคนิคเลย,กระทรวงศึกษาธิการ,ภาครัฐบาล,ผู้ชาย,61,55-64,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,ไม่พบข้อมูล
628,70318,ชุดโครงการวิจัยและพัฒนาพลังงานชีวภาพจากพืชท้องถิ่นบนพื้นที่สูง,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2555,58334,สถาบันวิจัยและพัฒนาพื้นที่สูง (องค์การมหาชน),สำนักวิจัย,กระทรวงเกษตรและสหกรณ์ ,ภาครัฐบาล,ผู้หญิง,37,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,เชียงใหม่,ภาคเหนือ,ทรัพยากรธรรมชาติและสิ่งแวดล้อม ด้านความหลากหลายทางชีวภาพ,ไม่พบข้อมูล
629,70438,การศึกษาการใช้พลังงานชีวภาพจากพืชพลังงานท้องถิ่นสำหรับใช้ในระดับครัวเรือนและเครื่องยนต์การเกษตร,การแปรรูปขยะมูลฝอย,2555,52244,มหาวิทยาลัยเชียงใหม่ ,คณะวิศวกรรมศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,49,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,เชียงใหม่,ภาคเหนือ,กระบวนการผลิตทางการเกษตร,ผู้ช่วยศาสตราจารย์
630,70462,การทดสอบเทคโนโลยีการเลี้ยงสัตว์บนพื้นที่สูงเพื่อการผลิตปุ๋ย,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,40369,สถาบันวิจัยและพัฒนาพื้นที่สูง (องค์การมหาชน),สำนักพัฒนา,กระทรวงเกษตรและสหกรณ์ ,ภาครัฐบาล,ผู้ชาย,39,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,เชียงใหม่,ภาคเหนือ,สัตวศาสตร์,ไม่พบข้อมูล
631,70491,การสร้างสรรค์ผลิตภัณฑ์งานประติมากรรมจากกากถั่วเหลือง เพื่อเพิ่มมูลค่าของวัสดุเหลือทิ้งทางการเกษตร,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2556,42464,มหาวิทยาลัยราชภัฏนครสวรรค์ ,คณะเทคโนโลยีการเกษตรและเทคโนโลยีอุตสาหกรรม,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,60,55-64,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,นครสวรรค์,ภาคกลาง,-,รองศาสตราจารย์
632,70523,การผลิตและเสริมคุณค่าทางโภชนะของต้นข้าวโพดหมักอาหารสัตว์,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,60260,มหาวิทยาลัยราชภัฏนครสวรรค์ ,คณะวิทยาศาสตร์และเทคโนโลยี,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,37,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,นักวิจัยรุ่นใหม่,นครสวรรค์,ภาคกลาง,-,อาจารย์
633,70544,การผลิตปุ๋ยหมักชีวภาพจากวัสดุเหลือทิ้งทางการเกษตรด้วยจุลินทรีย์จากกอไผ่,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,53756,มหาวิทยาลัยราชภัฏนครสวรรค์ ,คณะวิทยาศาสตร์และเทคโนโลยี,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,39,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,นักวิจัยรุ่นใหม่,นครสวรรค์,ภาคกลาง,-,ผู้ช่วยศาสตราจารย์
634,70581,การศึกษาและออกแบบเครื่องจักรกล สำหรับการขึ้นรูปถ่านแฟนซี จากวัสดุเหลือใช้ทางการเกษตร เพื่อแก้ปัญหาความยากจน ตามแนว เศรษฐกิจพอเพียง,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2555,53791,มหาวิทยาลัยราชภัฏนครสวรรค์ ,คณะเทคโนโลยีการเกษตรและเทคโนโลยีอุตสาหกรรม,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,48,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,นครสวรรค์,ภาคกลาง,ระบบเครื่องทำความเย็นและปรับอากาศ ระบบอัตโนมัติ หุ่นยนต์,อาจารย์
635,70753,การศึกษาแนวทางเพื่อพัฒนาการผลิตเชื้อเพลิงชีวมวลจากวัชพืชและวัสดุเหลือใช้ทางการเกษตร เพื่อเป็นพลังงานทดแทนของชุมชน : กรณีศึกษาชุมชนบ้านท่าค้อใต้ ตำบลท่าค้อ อำเภอเมือง จังหวัดนครพนม,การแปรรูปขยะมูลฝอย,2554,60065,มหาวิทยาลัยนครพนม,คณะเกษตรและเทคโนโลยี,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,50,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,ไม่ใช่นักวิจัยรุ่นใหม่,นครพนม,ภาคตะวันออกเฉียงเหนือ,"วิศวกรรมการเชื่อมโลหะ, วิศวกรรมเครื่องกล, การอบแห้ง, พลังงานทดแทน",ไม่พบข้อมูล
636,70843,การคัดเลือกแบคทีเรียทนด่างและอุณหภูมิสูงภายใต้สภาวะปราศจากออกซิเจน การทำให้เอนไซม์เชิงซ้อนเซลลูโลไลติกและไซลาโนไลติกบริสุทธิ์และศึกษาคุณลักษณะต่างๆ ของเอนไซม์,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,35308,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,สถาบันพัฒนาและฝึกอบรมโรงงานต้นแบบ,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,45,45-54,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,Enzyme Technology/ Biomass Utilization/ Bio-refinery/ Primary and secondary metabolized products in microorganism/ Protein Purification Technology,ผู้ช่วยศาสตราจารย์
637,70890,การพัฒนาเอนไซม์ย่อยลิกนินจากราย่อยสลายไม้เพื่อประยุกต์ใช้บำบัดสีย้อมในน้ำทิ้งจากกระบวนการ ฟอกย้อม (ระยะที่ 1),การจัดการของเสียภายในโรงงาน,2555,23420,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิทยาศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,58,55-64,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,ไม่มี,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"Biological waste treatment, utilization, and management",ผู้ช่วยศาสตราจารย์
638,70959,การทำให้บริสุทธิ์และศึกษาลักษณะของ multifunctional enzyme จาก Paenibacillus curdlanolyticus สายพันธุ์ B-6,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2555,72927,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ,คณะวิทยาศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,42,35-44,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,ไม่มี,นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"Biological and related sciences,เอนไซม์เทคโนโลยี จุลชีววิทยา โปรตีนเทคโนโลยี",ผู้ช่วยศาสตราจารย์
